ro.build.id,ro.build.display.id,ro.product.name,ro.product.device,ro.product.board,ro.product.manufacturer,ro.product.brand,ro.product.model,ro.bootloader,ro.hardware,ro.build.type,ro.build.tags,ro.build.fingerprint,ro.build.user,ro.build.host,ro.build.version.incremental,ro.build.version.release,ro.build.version.sdk,ro.build.version.codename,screen.height,screen.width,screen.density,screen.xdpi,screen.ydpi,screen.dpi,screen.scaledDensity
RP1A.201005.001,RMX3263_11_A.64,RMX3263EEA,RED8D1,RMX3263,realme,realme,RMX3263,unknown,S19610AA1,user,release-keys,realme/RMX3263EEA/RED8D1:11/RP1A.201005.001/1637829211000:user/release-keys,root,ubuntu-26-24,1637829211000,11,30,REL,1437,720,2.25,268.9410,269.1390,360,2.59
RKQ1.210420.001,RKQ1.210420.001,mcaymanlm,mcaymanlm,mt6885,LGE,lge,LM-G900TM,unknown,mcaymanlm,user,release-keys,lge/mcaymanlm/mcaymanlm:11/RKQ1.210420.001/221811735c31d:user/release-keys,jenkins,MCSBS9R15,221811735c31d,11,30,REL,2342,1080,2.62,397.5650,395.4680,420,2.89
SP1A.210812.016,SP1A.210812.016.A135FXXU1AVF1,a13nsxx,a13,exynos850,samsung,samsung,SM-A135F,A135FXXU1AVF1,exynos850,user,release-keys,samsung/a13nsxx/a13:12/SP1A.210812.016/A135FXXU1AVF1:user/release-keys,dpi,21DK7B17,A135FXXU1AVF1,12,31,REL,2208,1080,2.81,403.4110,399.7590,450,2.81
SP1A.210812.016,SP1A.210812.016.A525FXXU4BVG2,a52qnsxx,a52q,atoll,samsung,samsung,SM-A525F,A525FXXU4BVG2,qcom,user,release-keys,samsung/a52qnsxx/a52q:12/SP1A.210812.016/A525FXXU4BVG2:user/release-keys,dpi,21DK7B22,A525FXXU4BVG2,12,31,REL,2186,1080,2.62,409.4320,406.4000,420,2.89
RP1A.200720.012,RP1A.200720.012.A505FDDU9CVG2,a50dd,a50,exynos9610,samsung,samsung,SM-A505F,A505FDDU9CVG2,exynos9610,user,release-keys,samsung/a50dd/a50:11/RP1A.200720.012/A505FDDU9CVG2:user/release-keys,dpi,SWDK3007,A505FDDU9CVG2,11,30,REL,2095,1080,3.38,403.4110,404.3260,540,2.70
HUAWEIJKM-LX1,JKM-LX1 9.1.0.299(C185E1R2P1),JKM-LX1S,HWJKM-H,JKM-L21,HUAWEI,HUAWEI,JKM-LX1,unknown,kirin710,user,release-keys,HUAWEI/JKM-LX1S/HWJKM-H:9/HUAWEIJKM-LX1/9.1.0.299C185:user/release-keys,test,cn-east-1a-54d4b4eec1594753241078-5c67d85b84-p22sz,9.1.0.299C185,9,28,REL,2137,1080,3.00,397.5650,396.2400,480,3.00
SP1A.210812.003,SP1A.210812.003 release-keys,2111i,2111,k65v1_64_bsp,vivo,vivo,V2111,unknown,mt6765,user,release-keys,vivo/2111i/2111:12/SP1A.210812.003/compiler09142114:user/release-keys,compiler,comsz01110061,compiler09142114,12,31,REL,1475,720,1.88,269.2100,269.2100,300,1.88
HUAWEISTK-L21,STK-L21M 10.0.0.273(C432E8R2P1),STK-L21M,HWSTK-HF,STK-L21M,HUAWEI,HUAWEI,STK-L21,unknown,kirin710,user,release-keys,HUAWEI/STK-L21M/HWSTK-HF:10/HUAWEISTK-L21/10.0.0.273C432:user/release-keys,test,cn-central-1b-14c74aeac1595995203027-3799287074-fd4qm,10.0.0.273C432,10,29,REL,2224,1080,3.38,391.8850,391.0260,540,4.39
PPR1.180610.011,PPR1.180610.011.A530FXXULCUK6,jackpotltexx,jackpotlte,universal7885,samsung,samsung,SM-A530F,A530FXXULCUK6,samsungexynos7885,user,release-keys,samsung/jackpotltexx/jackpotlte:9/PPR1.180610.011/A530FXXULCUK6:user/release-keys,dpi,21HHAG06,A530FXXULCUK6,9,28,REL,2076,1080,3.00,442.4510,440.5310,480,3.00
QP1A.190711.020,X682B-H694ABT-Q-GL-211102V401,X682B-GL,Infinix-X682B,Infinix-X682B,INFINIX MOBILITY LIMITED,Infinix,Infinix X682B,unknown,mt6769,user,release-keys,Infinix/X682B-GL/Infinix-X682B:10/QP1A.190711.020/211102V401:user/release-keys,buildsrv-ci,buildsrv-236,211102V401,10,29,REL,1464,720,2.00,264.1700,264.1700,320,2.00
SP1A.210812.016,SP1A.210812.016.M515FXXU4DVE1,m51nsxx,m51,sm6150,samsung,samsung,SM-M515F,M515FXXU4DVE1,qcom,user,release-keys,samsung/m51nsxx/m51:12/SP1A.210812.016/M515FXXU4DVE1:user/release-keys,dpi,21DJF602,M515FXXU4DVE1,12,31,REL,2183,1080,2.62,391.8850,393.2900,420,2.89
SP1A.210812.016,SP1A.210812.016.N975FXXU8HVGA,d2sxx,d2s,exynos9825,samsung,samsung,SM-N975F,N975FXXU8HVGA,exynos9825,user,release-keys,samsung/d2sxx/d2s:12/SP1A.210812.016/N975FXXU8HVGA:user/release-keys,dpi,21DJ6711,N975FXXU8HVGA,12,31,REL,2069,1080,2.62,375.7807,373.6252,420,2.62
SP1A.210812.016,SP1A.210812.016.M325FXXU4BVH2,m32dd,m32,m32,samsung,samsung,SM-M325F,M325FXXU4BVH2,mt6769t,user,release-keys,samsung/m32dd/m32:12/SP1A.210812.016/M325FXXU4BVH2:user/release-keys,dpi,21DKGB20,M325FXXU4BVH2,12,31,REL,2187,1080,2.81,409.4320,411.8910,450,2.81
QODS30.163-3-36,QODS30.163-3-36,blackjack,blackjack,blackjack,motorola,motorola,moto g(8) power lite,blackjack-24065ce-20211104105607-20220427223425,mt6765,user,release-keys,,xscm,ontimbjlx006,8caac,10,29,REL,1458,720,2.04,269.2100,269.2100,326,2.65
HUAWEISTK-L21,STK-L21MDV 10.0.0.274(C185E3R3P1),STK-L21MDV,HWSTK-HF,STK-L21MDV,HUAWEI,HUAWEI,STK-L21,unknown,kirin710,user,release-keys,HUAWEI/STK-L21MDV/HWSTK-HF:10/HUAWEISTK-L21/10.0.0.274C185:user/release-keys,test,cn-central-1b-ea69152e91596071562952-3077798529-s3v8n,10.0.0.274C185,10,29,REL,2224,1080,3.00,391.8850,391.0260,480,3.00
RKQ1.210420.001,RKQ1.210420.001,mcaymanlm,mcaymanlm,mt6885,LGE,lge,LM-G900TM,unknown,mcaymanlm,user,release-keys,lge/mcaymanlm/mcaymanlm:11/RKQ1.210420.001/221811735c31d:user/release-keys,jenkins,MCSBS9R15,221811735c31d,11,30,REL,2342,1080,2.62,397.5650,395.4680,420,2.89
SP1A.210812.016,SP1A.210812.016.A135FXXU1AVF1,a13nsxx,a13,exynos850,samsung,samsung,SM-A135F,A135FXXU1AVF1,exynos850,user,release-keys,samsung/a13nsxx/a13:12/SP1A.210812.016/A135FXXU1AVF1:user/release-keys,dpi,21DK7B17,A135FXXU1AVF1,12,31,REL,2208,1080,2.81,403.4110,399.7590,450,2.81
SP1A.210812.016,SP1A.210812.016.A525FXXU4BVG2,a52qnsxx,a52q,atoll,samsung,samsung,SM-A525F,A525FXXU4BVG2,qcom,user,release-keys,samsung/a52qnsxx/a52q:12/SP1A.210812.016/A525FXXU4BVG2:user/release-keys,dpi,21DK7B22,A525FXXU4BVG2,12,31,REL,2186,1080,2.62,409.4320,406.4000,420,2.89
RP1A.200720.012,RP1A.200720.012.A505FDDU9CVG2,a50dd,a50,exynos9610,samsung,samsung,SM-A505F,A505FDDU9CVG2,exynos9610,user,release-keys,samsung/a50dd/a50:11/RP1A.200720.012/A505FDDU9CVG2:user/release-keys,dpi,SWDK3007,A505FDDU9CVG2,11,30,REL,2095,1080,3.38,403.4110,404.3260,540,2.70
RP1A.201005.001,RMX3263_11_A.64,RMX3263EEA,RED8D1,RMX3263,realme,realme,RMX3263,unknown,S19610AA1,user,release-keys,realme/RMX3263EEA/RED8D1:11/RP1A.201005.001/1637829211000:user/release-keys,root,ubuntu-26-24,1637829211000,11,30,REL,1437,720,2.25,268.9410,269.1390,360,2.59
QKR1.191246.002,QKR1.191246.002,IN2023,OnePlus8Pro,cutf,OnePlus,OnePlus,OnePlus8Pro,unknown,sunfish,user,release-keys,OnePlus/IN2023/OnePlus8Pro:11/QKR1.191246.002/2006701342:user/release-keys,jenkins,ubuntu-10,2006701342,11,30,REL,448,288,0.66,106.0000,106.0000,106,0.66
SP1A.210812.003,SP1A.210812.003 release-keys,2111i,2111,k65v1_64_bsp,vivo,vivo,V2111,unknown,mt6765,user,release-keys,vivo/2111i/2111:12/SP1A.210812.003/compiler09142114:user/release-keys,compiler,comsz01110061,compiler09142114,12,31,REL,1475,720,1.88,269.2100,269.2100,300,1.88
HUAWEIJKM-LX1,JKM-LX1 9.1.0.299(C185E1R2P1),JKM-LX1S,HWJKM-H,JKM-L21,HUAWEI,HUAWEI,JKM-LX1,unknown,kirin710,user,release-keys,HUAWEI/JKM-LX1S/HWJKM-H:9/HUAWEIJKM-LX1/9.1.0.299C185:user/release-keys,test,cn-east-1a-54d4b4eec1594753241078-5c67d85b84-p22sz,9.1.0.299C185,9,28,REL,2137,1080,3.00,397.5650,396.2400,480,3.00
HUAWEISTK-L21,STK-L21M 10.0.0.273(C432E8R2P1),STK-L21M,HWSTK-HF,STK-L21M,HUAWEI,HUAWEI,STK-L21,unknown,kirin710,user,release-keys,HUAWEI/STK-L21M/HWSTK-HF:10/HUAWEISTK-L21/10.0.0.273C432:user/release-keys,test,cn-central-1b-14c74aeac1595995203027-3799287074-fd4qm,10.0.0.273C432,10,29,REL,2224,1080,3.38,391.8850,391.0260,540,4.39
PPR1.180610.011,PPR1.180610.011.A530FXXULCUK6,jackpotltexx,jackpotlte,universal7885,samsung,samsung,SM-A530F,A530FXXULCUK6,samsungexynos7885,user,release-keys,samsung/jackpotltexx/jackpotlte:9/PPR1.180610.011/A530FXXULCUK6:user/release-keys,dpi,21HHAG06,A530FXXULCUK6,9,28,REL,2076,1080,3.00,442.4510,440.5310,480,3.00
QP1A.190711.020,X682B-H694ABT-Q-GL-211102V401,X682B-GL,Infinix-X682B,Infinix-X682B,INFINIX MOBILITY LIMITED,Infinix,Infinix X682B,unknown,mt6769,user,release-keys,Infinix/X682B-GL/Infinix-X682B:10/QP1A.190711.020/211102V401:user/release-keys,buildsrv-ci,buildsrv-236,211102V401,10,29,REL,1464,720,2.00,264.1700,264.1700,320,2.00
SP1A.210812.016,SP1A.210812.016.M515FXXU4DVE1,m51nsxx,m51,sm6150,samsung,samsung,SM-M515F,M515FXXU4DVE1,qcom,user,release-keys,samsung/m51nsxx/m51:12/SP1A.210812.016/M515FXXU4DVE1:user/release-keys,dpi,21DJF602,M515FXXU4DVE1,12,31,REL,2183,1080,2.62,391.8850,393.2900,420,2.89
TPB4.220624.004,TPB4.220624.004,sdk_gphone64_x86_64,emu64xa,goldfish_x86_64,Google,google,sdk_gphone64_x86_64,unknown,ranchu,user,release-keys,google/sdk_gphone64_x86_64/emu64xa:13/TPB4.220624.004/8808248:user/release-keys,android-build,abfarm-release-rbe-32-00026,8808248,13,33,REL,2214,1080,2.75,72.0000,72.0000,440,2.75
SP1A.210812.016,SP1A.210812.016.N975FXXU8HVGA,d2sxx,d2s,exynos9825,samsung,samsung,SM-N975F,N975FXXU8HVGA,exynos9825,user,release-keys,samsung/d2sxx/d2s:12/SP1A.210812.016/N975FXXU8HVGA:user/release-keys,dpi,21DJ6711,N975FXXU8HVGA,12,31,REL,2069,1080,2.62,375.7807,373.6252,420,2.62
TPB4.220624.004,TPB4.220624.004,sdk_gphone64_x86_64,emu64xa,goldfish_x86_64,Google,google,sdk_gphone64_x86_64,unknown,ranchu,user,release-keys,google/sdk_gphone64_x86_64/emu64xa:13/TPB4.220624.004/8808248:user/release-keys,android-build,abfarm-release-rbe-32-00026,8808248,13,33,REL,2214,1080,2.75,72.0000,72.0000,440,2.75
PPR1.180610.011,KC2-H6113AI-P-210705V320,H6113,TECNO-KC2,TECNO-KC2,TECNO MOBILE LIMITED,TECNO,TECNO KC2,unknown,mt6761,user,release-keys,,buildsrv-ci,buildsrv-236,AI-210705V320,9,28,REL,1440,720,2.00,269.2180,269.2100,320,2.00
TPB4.220624.004,TPB4.220624.004,sdk_gphone64_x86_64,emu64xa,goldfish_x86_64,Google,google,sdk_gphone64_x86_64,unknown,ranchu,user,release-keys,google/sdk_gphone64_x86_64/emu64xa:13/TPB4.220624.004/8808248:user/release-keys,android-build,abfarm-release-rbe-32-00026,8808248,13,33,REL,2214,1080,2.75,72.0000,72.0000,440,2.75
TPB4.220624.004,TPB4.220624.004,sdk_gphone64_x86_64,emu64xa,goldfish_x86_64,Google,google,sdk_gphone64_x86_64,unknown,ranchu,user,release-keys,google/sdk_gphone64_x86_64/emu64xa:13/TPB4.220624.004/8808248:user/release-keys,android-build,abfarm-release-rbe-32-00026,8808248,13,33,REL,2214,1080,2.75,72.0000,72.0000,440,2.75
PPR1.180610.011,KC2-H6113AI-P-210705V320,H6113,TECNO-KC2,TECNO-KC2,TECNO MOBILE LIMITED,TECNO,TECNO KC2,unknown,mt6761,user,release-keys,,buildsrv-ci,buildsrv-236,AI-210705V320,9,28,REL,1440,720,2.00,269.2180,269.2100,320,2.00
TPB4.220624.004,TPB4.220624.004,sdk_gphone64_x86_64,emu64xa,goldfish_x86_64,Google,google,sdk_gphone64_x86_64,unknown,ranchu,user,release-keys,google/sdk_gphone64_x86_64/emu64xa:13/TPB4.220624.004/8808248:user/release-keys,android-build,abfarm-release-rbe-32-00026,8808248,13,33,REL,2214,1080,2.75,72.0000,72.0000,440,2.75
PPR1.180610.011,KC2-H6113AI-P-210705V320,H6113,TECNO-KC2,TECNO-KC2,TECNO MOBILE LIMITED,TECNO,TECNO KC2,unknown,mt6761,user,release-keys,,buildsrv-ci,buildsrv-236,AI-210705V320,9,28,REL,1440,720,2.00,269.2180,269.2100,320,2.00
PPR1.180610.011,KC2-H6113AI-P-210705V320,H6113,TECNO-KC2,TECNO-KC2,TECNO MOBILE LIMITED,TECNO,TECNO KC2,unknown,mt6761,user,release-keys,,buildsrv-ci,buildsrv-236,AI-210705V320,9,28,REL,1440,720,2.00,269.2180,269.2100,320,2.00
SP1A.210812.016,SP1A.210812.016.A035FXXU1BVH9,a03nnxx,a03,ums9230_25c10,samsung,samsung,SM-A035F,A035FXXU1BVH9,ums9230_25c10,user,release-keys,,dpi,SWDK6105,A035FXXU1BVH9,12,31,REL,1459,720,2.00,272.9550,269.1390,320,3.00
QP1A.190711.020,QP1A.190711.020,begonia_eea,begonia,begonia,Xiaomi,Redmi,Redmi Note 8 Pro,unknown,mt6785,user,release-keys,,builder,c5-miui-ota-bd169.bj,V12.0.5.0.QGGEUXM,10,29,REL,2134,1080,2.75,394.7160,394.7160,440,2.75
QP1A.190711.020,5030D_EEA_ALWE_2SIM_V5.5_20220921_UNLOCK,5030D_EEA,Jakarta,sp9863a_1h10,TCL,Alcatel,5030D_EEA,unknown,s9863a1h10,user,release-keys,,user,android-build,5030D_EEA_ALWE_2SIM_V5.5,10,29,REL,1368,720,2.00,299.8030,311.3540,320,2.00
SP1A.210812.016,SP1A.210812.016.A135FXXU1AVF1,a13nsxx,a13,exynos850,samsung,samsung,SM-A135F,A135FXXU1AVF1,exynos850,user,release-keys,samsung/a13nsxx/a13:12/SP1A.210812.016/A135FXXU1AVF1:user/release-keys,dpi,21DK7B17,A135FXXU1AVF1,12,31,REL,2208,1080,2.81,403.4110,399.7590,450,2.81
SP1A.210812.016,viva-user 12 SP1A.210812.016 V13.0.1.0.SGDEUXM,viva_eea,viva,viva,Xiaomi,Redmi,2201116TG,unknown,mt6781,user,release-keys,,builder,m1-xm-ota-bd333.bj.idc.xiaomi.com,V13.0.1.0.SGDEUXM,12,31,REL,2177,1080,2.75,394.4210,394.4090,440,3.22
RP1A.200720.012,RP1A.200720.012.A307FNXXU2CVG6,a30seea,a30s,exynos7904,samsung,samsung,SM-A307FN,A307FNXXU2CVG6,exynos7904,user,release-keys,,dpi,VPDJR206,A307FNXXU2CVG6,11,30,REL,1399,720,2.25,268.9410,269.5510,360,3.38
QKR1.191246.002,QKR1.191246.002,IN2023,OnePlus8Pro,cutf,OnePlus,OnePlus,OnePlus8Pro,unknown,sunfish,user,release-keys,,jenkins,ubuntu-10,2006701342,11,30,REL,448,288,0.66,106.0000,106.0000,106,0.66
PGR1.190916.001,gce_x86_phone-userdebug 9 PGR1.190916.001 5877764 test-keys,gce_x86_phone,gce_x86,unknown,unknown,generic,GCE x86 phone,unknown,gce_x86,userdebug,test-keys,,android-build,abfarm-us-central1-c-0047,5877764,9,28,REL,1788,1080,2.76,441.0000,441.0000,441,2.76
SP1A.210812.016,CPH2273_11_C.28,CPH2273EEA,OP4F97,k65v1_64_bsp,OPPO,OPPO,CPH2273,unknown,mt6765,user,release-keys,,root,dg02-pool03-kvm307,R.202209022301,12,31,REL,1456,720,2.00,269.2180,269.2100,320,2.00
SP1A.210812.016,SP1A.210812.016.M325FXXU4BVH2,m32dd,m32,m32,samsung,samsung,SM-M325F,M325FXXU4BVH2,mt6769t,user,release-keys,samsung/m32dd/m32:12/SP1A.210812.016/M325FXXU4BVH2:user/release-keys,dpi,21DKGB20,M325FXXU4BVH2,12,31,REL,2187,1080,2.81,409.4320,411.8910,450,2.81
TPB4.220624.004,TPB4.220624.004,sdk_gphone64_x86_64,emu64xa,goldfish_x86_64,Google,google,sdk_gphone64_x86_64,unknown,ranchu,user,release-keys,google/sdk_gphone64_x86_64/emu64xa:13/TPB4.220624.004/8808248:user/release-keys,android-build,abfarm-release-rbe-32-00026,8808248,13,33,REL,2214,1080,2.75,72.0000,72.0000,440,2.75
QP1A.190711.020,CPH2185_11_A.50,CPH2185EEA,OP4F2F,oppo6765,OPPO,OPPO,CPH2185,unknown,mt6765,user,release-keys,,root,CP-ubuntu-123,1659343474,10,29,REL,1456,720,2.00,269.2180,269.2100,320,2.70
S0RCS32.41-10-19-6,S0RCS32.41-10-19-6,caprip_retail,caprip,caprip,motorola,motorola,moto g(30),MBM-3.0-caprip_retail-7380af07e7e-220908,qcom,user,release-keys,,hudsoncm,ilclbld184,6c31f-9ee81,12,31,REL,1473,720,1.75,268.9410,269.1390,280,1.75
RP1A.200720.012,RP1A.200720.012.A505GUBS9CVF3,a50ub,a50,exynos9610,samsung,samsung,SM-A505G,A505GUBS9CVF3,exynos9610,user,release-keys,,dpi,SWDK3002,A505GUBS9CVF3,11,30,REL,2131,1080,2.62,403.4110,404.3260,420,2.89
QQ2A.200305.004.A1,QQ2A.200305.004.A1 release-keys,TG08RK1,TG08RK1,rk30sdk,incar,i-Buddie,TBT8A10,unknown,rk30board,user,release-keys,,sz,incar,1594645620,10,29,REL,744,1280,1.16,188.1480,187.9300,185,1.33
RP1A.200720.012,RP1A.200720.012.A127MUBS5AVE1,a12sub,a12s,exynos850,samsung,samsung,SM-A127M,A127MUBS5AVE1,exynos850,user,release-keys,,dpi,21DJ6C19,A127MUBS5AVE1,11,30,REL,1467,720,1.88,268.9410,269.1390,300,1.88
HUAWEIAMN-LX3,AMN-L03 9.1.0.309(C69E9R1P5),AMN-L03,HWAMN-M,AMN-L03,HUAWEI,HUAWEI,AMN-LX3,unknown,mt6761,user,release-keys,,test,cn-central-1b-3aee6e3b81596510226782-1023772176-4ctjz,9.1.0.309C69,9,28,REL,1372,720,2.00,294.9670,294.7170,320,1.70
RKQ1.211119.001,CPH2135_11_F.36,CPH2135EEA,OP4EFDL1,bengal,OPPO,OPPO,CPH2135,unknown,qcom,user,release-keys,,root,dg02-pool03-kvm285,Q.GDPR.202209141700,12,31,REL,1440,720,2.00,268.9410,269.1390,320,2.00
RP1A.200720.012,RP1A.200720.012.A515FXXS5EUG3,a51nnxx,a51,exynos9611,samsung,samsung,SM-A515F,A515FXXS5EUG3,exynos9611,user,release-keys,,dpi,21DJF715,A515FXXS5EUG3,11,30,REL,2186,1080,2.62,409.4320,406.4000,420,2.89
SP1A.210812.016,SP1A.210812.016.G996BXXS5CVIF,t2sxeea,t2s,exynos2100,samsung,samsung,SM-G996B,G996BXXS5CVIF,exynos2100,user,release-keys,,dpi,21DK7A03,G996BXXS5CVIF,12,31,REL,2199,1080,2.62,391.8850,393.2900,420,2.89
SP1A.210812.016,SP1A.210812.016.G990B2XXU1CVH7,r9q2xeea,r9q,lahaina,samsung,samsung,SM-G990B2,G990B2XXU1CVH7,qcom,user,release-keys,,dpi,21DJFC22,G990B2XXU1CVH7,12,31,REL,2097,1080,3.00,409.4320,396.2400,480,3.00
RKQ1.211119.001,CPH2127_11_F.36,CPH2127,OP4EFDL1,bengal,OPPO,OPPO,CPH2127,unknown,qcom,user,release-keys,,root,dg02-pool03-kvm285,Q.202209141700,12,31,REL,1440,720,2.00,268.9410,269.1390,320,2.00
RQ3A.211001.001,RQ3A.211001.001,redfin,redfin,redfin,Google,google,Pixel 5,r3-0.3-7241848,redfin,user,release-keys,,android-build,abfarm816,7641976,11,30,REL,2160,1080,2.75,435.4280,433.8390,440,2.75
PGR1.190916.001,gce_x86_phone-userdebug 9 PGR1.190916.001 5877764 test-keys,gce_x86_phone,gce_x86,unknown,unknown,generic,GCE x86 phone,unknown,gce_x86,userdebug,test-keys,,android-build,abfarm-us-central1-c-0047,5877764,9,28,REL,2475,1600,1.52,243.0000,243.0000,243,1.52
QP1A.190711.020,QP1A.190711.020.G981U1UES1ATFB,x1quex,x1q,kona,samsung,samsung,SM-G981U1,G981U1UES1ATFB,qcom,user,release-keys,,dpi,SWDI2012,G981U1UES1ATFB,10,29,REL,2178,1080,3.00,428.6250,423.3330,480,3.00
PGR1.190916.001,gce_x86_phone-userdebug 9 PGR1.190916.001 5877764 test-keys,gce_x86_phone,gce_x86,unknown,unknown,generic,GCE x86 phone,unknown,gce_x86,userdebug,test-keys,,android-build,abfarm-us-central1-c-0047,5877764,9,28,REL,973,600,1.06,170.0000,170.0000,170,1.06
HUAWEIANE-L03,ANE-LX3 9.1.0.355(C605E4R1P3),ANE-LX3,HWANE,ANE,HUAWEI,HUAWEI,ANE-LX3,unknown,hi6250,user,release-keys,,test,cn-west-3b-7f2c2a18f1594175265530-864c4c45cc-tbhvx,9.1.0.355C605,9,28,REL,2060,1080,3.00,435.4280,432.1790,480,3.00
HONORCMA-L13CQ,CMA-L13CQ 4.2.0.220(C69E17R1P1),CMA-LX3,HNCMA-Q,CMACQ,HONOR,HONOR,CMA-LX3,unknown,qcom,user,release-keys,,test,cn-snxy1c-0fcfbc79b1659364935639-69ff9f9947-9rzlh,4.2.0.220C69E17R1P1,11,30,REL,1552,720,2.00,261.2570,260.5120,320,2.00
TPB4.220624.004,TPB4.220624.004,sdk_gphone64_x86_64,emu64xa,goldfish_x86_64,Google,google,sdk_gphone64_x86_64,unknown,ranchu,user,release-keys,google/sdk_gphone64_x86_64/emu64xa:13/TPB4.220624.004/8808248:user/release-keys,android-build,abfarm-release-rbe-32-00026,8808248,13,33,REL,2214,1080,2.75,72.0000,72.0000,440,2.75
S1240,02.00.05,SH-01L,SH-01L,Anasui,SHARP,DOCOMO,SH-01L,unknown,qcom,user,release-keys,,build,Sharp,02.00.05,9,28,REL,2016,1080,3.00,442.4510,442.4510,480,3.00
HUAWEIFIG-L11,FIG-LX1 9.1.0.176(C02E11R1P5),FIG-LX1,HWFIG-H,FIG-L11,HUAWEI,HUAWEI,FIG-LX1,unknown,hi6250,user,release-keys,,test,cn-central-1b-422fb67a11578380271674-1954186161-35tgb,9.1.0.176C02,9,28,REL,2032,1080,3.00,428.6250,428.6250,480,3.90
SKQ1.211006.001,SKQ1.211006.001 test-keys,renoir_eea,renoir,renoir,Xiaomi,Xiaomi,M2101K9G,unknown,qcom,user,release-keys,,builder,c5-xm-ota-bd005.bj,V13.0.4.0.SKIEUXM,12,31,REL,2136,1080,2.75,401.6390,401.8450,440,3.85
SP1A.210812.016,SP1A.210812.016.A325MUBS2BVJ1,a32ub,a32,a32,samsung,samsung,SM-A325M,A325MUBS2BVJ1,mt6769t,user,release-keys,,dpi,SWDK6115,A325MUBS2BVJ1,12,31,REL,2185,1080,2.81,409.4320,411.8910,450,2.81
RP1A.200720.011,CPH2239_11_C.22,CPH2239,OP4F2F,oppo6765,OPPO,OPPO,CPH2239,unknown,mt6765,user,release-keys,OPPO/CPH2239/OP4F2F:11/RP1A.200720.011/1660129848351:user/release-keys,root,phy-u16-jn-10-154,1660129848351,11,30,REL,1440,720,2.00,269.2100,269.2100,320,2.00
RP1A.200720.012,RP1A.200720.012.A415FXXU1CUD4,a41eea,a41,k68v1_64_titan,samsung,samsung,SM-A415F,A415FXXU1CUD4,mt6768,user,release-keys,,dpi,VPDJR106,A415FXXU1CUD4,11,30,REL,2184,1080,2.62,428.6250,432.3400,420,2.89
HUAWEIANE-L21,ANE-LX1 9.1.0.368(C432E6R1P7),ANE-LX1,HWANE,ANE,HUAWEI,HUAWEI,ANE-LX1,unknown,hi6250,user,release-keys,,test,cn-central-1b-498df73441596434139371-3586095625-hkf1c,9.1.0.368C432,9,28,REL,2060,1080,3.00,435.4280,432.1790,480,3.45
QP1A.191105.004,lineage_cedric-userdebug 10 QP1A.191105.004 299 test-keys,lineage_cedric,cedric,MSM8937,motorola,motorola,XT1676,0xB831,qcom,userdebug,test-keys,,jenkins,The-GodFather,299,10,29,REL,1794,1080,2.62,442.4510,443.3450,420,2.62
SP1A.210812.003,SP1A.210812.003 release-keys,2020EC,2120,k65v1_32_bsp_2g_ago,vivo,vivo,V2118,unknown,mt6765,user,release-keys,,compiler,comsz01110061,compiler09052131,12,31,REL,1475,720,1.88,269.2100,269.2100,300,1.88
QP1A.190711.020,QP1A.190711.020.A307FNXXU2BUD4,a30seea,a30s,exynos7904,samsung,samsung,SM-A307FN,A307FNXXU2BUD4,exynos7904,user,release-keys,,dpi,VPDJR204,A307FNXXU2BUD4,10,29,REL,1423,720,1.75,268.9410,269.5510,280,1.93
PPR1.180610.011,X90HS8F7.GQU.Ulefone.EEA.HB.FHD.ASTL.1225.V3.01,Armor_7E_EEA,Armor_7E,Gotron-GQ3083TF2,Ulefone,Ulefone,Armor 7E,unknown,mt6779,user,release-keys,,release,bs11,1576718665,9,28,REL,2115,1080,3.00,381.0000,415.6360,480,3.00
PPR1.180610.011,Hisense_HLTE100E_S01.16,HLTE100E,SC9832E,sp9832e_fs097_32b,Hisense,Hisense,Hisense U963,unknown,sp9832e_fs097_go,user,release-keys,,zrui,serverf1,Hisense_HLTE100E_220405,9,28,REL,854,480,1.50,179.2940,179.2690,240,1.50
SP1A.210812.003,SP1A.210812.003 release-keys,2111i,2111,k65v1_64_bsp,vivo,vivo,V2111,unknown,mt6765,user,release-keys,vivo/2111i/2111:12/SP1A.210812.003/compiler09142114:user/release-keys,compiler,comsz01110061,compiler09142114,12,31,REL,1475,720,1.88,269.2100,269.2100,300,1.88
QP1A.190711.020,AL2522-Merlin-V101-Q-0608,merlinnfc_eea,merlinnfc,merlinnfc,Xiaomi,Redmi,M2003J15SC,unknown,mt6769z,user,release-keys,,builder,c4-miui-ota-bd62.bj,V12.0.4.0.QJOEUVF,10,29,REL,2110,1080,2.75,394.7160,394.7160,440,2.75
RP1A.200720.012,RP1A.200720.012.A505FNXXU9CVG2,a50eea,a50,exynos9610,samsung,samsung,SM-A505FN,A505FNXXU9CVG2,exynos9610,user,release-keys,,dpi,SWDK3707,A505FNXXU9CVG2,11,30,REL,2131,1080,2.62,403.4110,404.3260,420,3.94
SP1A.210812.016,SP1A.210812.016.A137FXXS1AVJ1,a13venseea,a13ve,a13ve,samsung,samsung,SM-A137F,A137FXXS1AVJ1,mt6768,user,release-keys,,dpi,SWDK6113,A137FXXS1AVJ1,12,31,REL,2208,1080,2.81,403.4110,399.7590,450,2.81
